Territory X Date,target
Switzerland X 04/29/20,1733
Switzerland X 04/30/20,1745
Switzerland X 05/01/20,1761
Switzerland X 05/02/20,1776
Switzerland X 05/03/20,1781
Switzerland X 05/04/20,1772
Switzerland X 05/05/20,1800
Switzerland X 05/06/20,1809
Switzerland X 05/07/20,1816
Switzerland X 05/08/20,1839
Switzerland X 05/09/20,1853
Switzerland X 05/10/20,1865
Switzerland X 05/11/20,1875
Switzerland X 05/12/20,1908
Switzerland X 05/13/20,1919
Switzerland X 05/14/20,1953
Switzerland X 05/15/20,1986
Switzerland X 05/16/20,2031
Switzerland X 05/17/20,2077
Switzerland X 05/18/20,2122
Switzerland X 05/19/20,2139
Switzerland X 05/20/20,2197
Switzerland X 05/21/20,2267
Switzerland X 05/22/20,2339
Switzerland X 05/23/20,2397
Switzerland X 05/24/20,2460
Switzerland X 05/25/20,2562
Switzerland X 05/26/20,2683
Switzerland X 05/27/20,2775
Switzerland X 05/28/20,2855
Switzerland X 05/29/20,2946
Switzerland X 05/30/20,3066
Switzerland X 05/31/20,3145
Switzerland X 06/01/20,3229
Switzerland X 06/02/20,3320
Switzerland X 06/03/20,3437
Switzerland X 06/04/20,3524
Switzerland X 06/05/20,3607
Switzerland X 06/06/20,3664
Switzerland X 06/07/20,3775
Syrian Arab Republic (the) X 03/06/20,0
Syrian Arab Republic (the) X 03/07/20,0
Syrian Arab Republic (the) X 03/08/20,0
Syrian Arab Republic (the) X 03/09/20,0
Syrian Arab Republic (the) X 03/10/20,0
Syrian Arab Republic (the) X 03/11/20,0
Syrian Arab Republic (the) X 03/12/20,0
Syrian Arab Republic (the) X 03/13/20,0
Syrian Arab Republic (the) X 03/14/20,0
Syrian Arab Republic (the) X 03/15/20,0
Syrian Arab Republic (the) X 03/16/20,0
Syrian Arab Republic (the) X 03/17/20,0
Syrian Arab Republic (the) X 03/18/20,0
Syrian Arab Republic (the) X 03/19/20,0
Syrian Arab Republic (the) X 03/20/20,0
Syrian Arab Republic (the) X 03/21/20,0
Syrian Arab Republic (the) X 03/22/20,0
Syrian Arab Republic (the) X 03/23/20,0
Syrian Arab Republic (the) X 03/24/20,0
Syrian Arab Republic (the) X 03/25/20,0
Syrian Arab Republic (the) X 03/26/20,0
Syrian Arab Republic (the) X 03/27/20,0
Syrian Arab Republic (the) X 03/28/20,0
Syrian Arab Republic (the) X 03/29/20,0
Syrian Arab Republic (the) X 03/30/20,2
Syrian Arab Republic (the) X 03/31/20,3
Syrian Arab Republic (the) X 04/01/20,2
Syrian Arab Republic (the) X 04/02/20,3
Syrian Arab Republic (the) X 04/03/20,2
Syrian Arab Republic (the) X 04/04/20,3
Syrian Arab Republic (the) X 04/05/20,2
Syrian Arab Republic (the) X 04/06/20,3
Syrian Arab Republic (the) X 04/07/20,2
Syrian Arab Republic (the) X 04/08/20,3
Syrian Arab Republic (the) X 04/09/20,2
Syrian Arab Republic (the) X 04/10/20,3
Syrian Arab Republic (the) X 04/11/20,2
Syrian Arab Republic (the) X 04/12/20,3
Syrian Arab Republic (the) X 04/13/20,2
Syrian Arab Republic (the) X 04/14/20,3
Syrian Arab Republic (the) X 04/15/20,2
Syrian Arab Republic (the) X 04/16/20,3
Syrian Arab Republic (the) X 04/17/20,2
Syrian Arab Republic (the) X 04/18/20,3
Syrian Arab Republic (the) X 04/19/20,2
Syrian Arab Republic (the) X 04/20/20,4
Syrian Arab Republic (the) X 04/21/20,3
Syrian Arab Republic (the) X 04/22/20,4
Syrian Arab Republic (the) X 04/23/20,3
Syrian Arab Republic (the) X 04/24/20,4
Syrian Arab Republic (the) X 04/25/20,3
Syrian Arab Republic (the) X 04/26/20,4
Syrian Arab Republic (the) X 04/27/20,3
Syrian Arab Republic (the) X 04/28/20,4
Syrian Arab Republic (the) X 04/29/20,3
Syrian Arab Republic (the) X 04/30/20,4
Syrian Arab Republic (the) X 05/01/20,3
Syrian Arab Republic (the) X 05/02/20,4
Syrian Arab Republic (the) X 05/03/20,3
Syrian Arab Republic (the) X 05/04/20,4
Syrian Arab Republic (the) X 05/05/20,3
Syrian Arab Republic (the) X 05/06/20,4
Syrian Arab Republic (the) X 05/07/20,3
Syrian Arab Republic (the) X 05/08/20,3
Syrian Arab Republic (the) X 05/09/20,3
Syrian Arab Republic (the) X 05/10/20,3
Syrian Arab Republic (the) X 05/11/20,3
Syrian Arab Republic (the) X 05/12/20,3
Syrian Arab Republic (the) X 05/13/20,4
Syrian Arab Republic (the) X 05/14/20,4
Syrian Arab Republic (the) X 05/15/20,4
Syrian Arab Republic (the) X 05/16/20,4
Syrian Arab Republic (the) X 05/17/20,3
Syrian Arab Republic (the) X 05/18/20,3
Syrian Arab Republic (the) X 05/19/20,3
Syrian Arab Republic (the) X 05/20/20,3
Syrian Arab Republic (the) X 05/21/20,3
Syrian Arab Republic (the) X 05/22/20,3
Syrian Arab Republic (the) X 05/23/20,3
Syrian Arab Republic (the) X 05/24/20,4
Syrian Arab Republic (the) X 05/25/20,5
Syrian Arab Republic (the) X 05/26/20,5
Syrian Arab Republic (the) X 05/27/20,5
Syrian Arab Republic (the) X 05/28/20,5
Syrian Arab Republic (the) X 05/29/20,5
Syrian Arab Republic (the) X 05/30/20,5
Syrian Arab Republic (the) X 05/31/20,5
Syrian Arab Republic (the) X 06/01/20,5
Syrian Arab Republic (the) X 06/02/20,5
Syrian Arab Republic (the) X 06/03/20,5
Syrian Arab Republic (the) X 06/04/20,5
Syrian Arab Republic (the) X 06/05/20,5
Syrian Arab Republic (the) X 06/06/20,5
Syrian Arab Republic (the) X 06/07/20,5
Taiwan X 03/06/20,1
Taiwan X 03/07/20,1
Taiwan X 03/08/20,1
Taiwan X 03/09/20,1
Taiwan X 03/10/20,1
Taiwan X 03/11/20,1
Taiwan X 03/12/20,1
Taiwan X 03/13/20,1
Taiwan X 03/14/20,1
Taiwan X 03/15/20,2
Taiwan X 03/16/20,1
Taiwan X 03/17/20,1
Taiwan X 03/18/20,1
Taiwan X 03/19/20,1
Taiwan X 03/20/20,1
Taiwan X 03/21/20,2
Taiwan X 03/22/20,2
Taiwan X 03/23/20,2
Taiwan X 03/24/20,2
Taiwan X 03/25/20,2
Taiwan X 03/26/20,2
Taiwan X 03/27/20,2
Taiwan X 03/28/20,2
Taiwan X 03/29/20,2
Taiwan X 03/30/20,2
Taiwan X 03/31/20,5
Taiwan X 04/01/20,5
Taiwan X 04/02/20,5
Taiwan X 04/03/20,5
Taiwan X 04/04/20,5
Taiwan X 04/05/20,5
Taiwan X 04/06/20,5
Taiwan X 04/07/20,5
Taiwan X 04/08/20,5
Taiwan X 04/09/20,5
Taiwan X 04/10/20,5
Taiwan X 04/11/20,6
Taiwan X 04/12/20,7
Taiwan X 04/13/20,7
Taiwan X 04/14/20,7
Taiwan X 04/15/20,7
Taiwan X 04/16/20,7
Taiwan X 04/17/20,7
Taiwan X 04/18/20,7
Taiwan X 04/19/20,7
Taiwan X 04/20/20,6
Taiwan X 04/21/20,6
Taiwan X 04/22/20,6
Taiwan X 04/23/20,6
Taiwan X 04/24/20,6
Taiwan X 04/25/20,7
Taiwan X 04/26/20,6
Taiwan X 04/27/20,7
Taiwan X 04/28/20,7
Taiwan X 04/29/20,7
Taiwan X 04/30/20,6
Taiwan X 05/01/20,6
Taiwan X 05/02/20,6
Taiwan X 05/03/20,6
Taiwan X 05/04/20,6
Taiwan X 05/05/20,6
Taiwan X 05/06/20,6
Taiwan X 05/07/20,7
Taiwan X 05/08/20,7
Taiwan X 05/09/20,7
Taiwan X 05/10/20,7
Taiwan X 05/11/20,7
Taiwan X 05/12/20,7
Taiwan X 05/13/20,7
Taiwan X 05/14/20,7
Taiwan X 05/15/20,7
Taiwan X 05/16/20,7
Taiwan X 05/17/20,7
Taiwan X 05/18/20,7
Taiwan X 05/19/20,7
Taiwan X 05/20/20,7
Taiwan X 05/21/20,7
Taiwan X 05/22/20,7
Taiwan X 05/23/20,7
Taiwan X 05/24/20,7
Taiwan X 05/25/20,9
Taiwan X 05/26/20,9
Taiwan X 05/27/20,9
Taiwan X 05/28/20,9
Taiwan X 05/29/20,9
Taiwan X 05/30/20,9
Taiwan X 05/31/20,9
Taiwan X 06/01/20,9
Taiwan X 06/02/20,9
Taiwan X 06/03/20,9
Taiwan X 06/04/20,9
Taiwan X 06/05/20,9
Taiwan X 06/06/20,9
Taiwan X 06/07/20,9
Tajikistan X 03/06/20,0
Tajikistan X 03/07/20,0
Tajikistan X 03/08/20,0
Tajikistan X 03/09/20,0
Tajikistan X 03/10/20,0
Tajikistan X 03/11/20,0
Tajikistan X 03/12/20,0
Tajikistan X 03/13/20,0
Tajikistan X 03/14/20,0
Tajikistan X 03/15/20,0
Tajikistan X 03/16/20,0
Tajikistan X 03/17/20,0
Tajikistan X 03/18/20,0
Tajikistan X 03/19/20,0
Tajikistan X 03/20/20,0
Tajikistan X 03/21/20,0
Tajikistan X 03/22/20,0
Tajikistan X 03/23/20,0
Tajikistan X 03/24/20,0
Tajikistan X 03/25/20,0
Tajikistan X 03/26/20,0
Tajikistan X 03/27/20,0
Tajikistan X 03/28/20,0
Tajikistan X 03/29/20,0
Tajikistan X 03/30/20,0
Tajikistan X 03/31/20,0
Tajikistan X 04/01/20,0
Tajikistan X 04/02/20,0
Tajikistan X 04/03/20,0
Tajikistan X 04/04/20,0
Tajikistan X 04/05/20,0
Tajikistan X 04/06/20,0
Tajikistan X 04/07/20,0
Tajikistan X 04/08/20,0
Tajikistan X 04/09/20,0
Tajikistan X 04/10/20,0
Tajikistan X 04/11/20,0
Tajikistan X 04/12/20,0
Tajikistan X 04/13/20,0
Tajikistan X 04/14/20,0
Tajikistan X 04/15/20,0
Tajikistan X 04/16/20,0
Tajikistan X 04/17/20,0
Tajikistan X 04/18/20,0
Tajikistan X 04/19/20,0
Tajikistan X 04/20/20,0
Tajikistan X 04/21/20,0
Tajikistan X 04/22/20,0
Tajikistan X 04/23/20,0
Tajikistan X 04/24/20,0
Tajikistan X 04/25/20,0
Tajikistan X 04/26/20,0
Tajikistan X 04/27/20,0
Tajikistan X 04/28/20,0
Tajikistan X 04/29/20,0
Tajikistan X 04/30/20,0
Tajikistan X 05/01/20,0
Tajikistan X 05/02/20,0
Tajikistan X 05/03/20,4
Tajikistan X 05/04/20,4
Tajikistan X 05/05/20,5
Tajikistan X 05/06/20,9
Tajikistan X 05/07/20,13
Tajikistan X 05/08/20,21
Tajikistan X 05/09/20,33
Tajikistan X 05/10/20,53
Tajikistan X 05/11/20,85
Tajikistan X 05/12/20,136
Tajikistan X 05/13/20,217
Tajikistan X 05/14/20,346
Tajikistan X 05/15/20,554
Tajikistan X 05/16/20,886
Tajikistan X 05/17/20,1418
Tajikistan X 05/18/20,2268
Tajikistan X 05/19/20,3630
Tajikistan X 05/20/20,5808
Tajikistan X 05/21/20,9293
Tajikistan X 05/22/20,14871
Tajikistan X 05/23/20,23796
Tajikistan X 05/24/20,38078
Tajikistan X 05/25/20,60931
Tajikistan X 05/26/20,97501
Tajikistan X 05/27/20,156020
Tajikistan X 05/28/20,249662
Tajikistan X 05/29/20,399506
Tajikistan X 05/30/20,639287
Tajikistan X 05/31/20,1022980
Tajikistan X 06/01/20,1636962
Tajikistan X 06/02/20,2619449
Tajikistan X 06/03/20,4191616
Tajikistan X 06/04/20,6707382
Tajikistan X 06/05/20,10733085
Tajikistan X 06/06/20,17174975
Tajikistan X 06/07/20,27483223
Thailand X 03/06/20,2
Thailand X 03/07/20,2
Thailand X 03/08/20,2
Thailand X 03/09/20,2
Thailand X 03/10/20,2
Thailand X 03/11/20,2
Thailand X 03/12/20,2
Thailand X 03/13/20,2
Thailand X 03/14/20,2
Thailand X 03/15/20,2
Thailand X 03/16/20,2
Thailand X 03/17/20,2
Thailand X 03/18/20,2
Thailand X 03/19/20,2
Thailand X 03/20/20,2
Thailand X 03/21/20,2
Thailand X 03/22/20,2
Thailand X 03/23/20,2
Thailand X 03/24/20,2
Thailand X 03/25/20,5
Thailand X 03/26/20,5
Thailand X 03/27/20,5
Thailand X 03/28/20,6
Thailand X 03/29/20,8
Thailand X 03/30/20,8
Thailand X 03/31/20,10
Thailand X 04/01/20,11
Thailand X 04/02/20,14
Thailand X 04/03/20,17
Thailand X 04/04/20,22
Thailand X 04/05/20,22
Thailand X 04/06/20,26
Thailand X 04/07/20,29
Thailand X 04/08/20,29
Thailand X 04/09/20,33
Thailand X 04/10/20,34
Thailand X 04/11/20,35
Thailand X 04/12/20,37
Thailand X 04/13/20,41
Thailand X 04/14/20,42
Thailand X 04/15/20,43
Thailand X 04/16/20,45
Thailand X 04/17/20,49
Thailand X 04/18/20,49
Thailand X 04/19/20,49
Thailand X 04/20/20,48
Thailand X 04/21/20,48
Thailand X 04/22/20,49
Thailand X 04/23/20,50
Thailand X 04/24/20,51
Thailand X 04/25/20,52
Thailand X 04/26/20,53
Thailand X 04/27/20,52
Thailand X 04/28/20,53
Thailand X 04/29/20,55
Thailand X 04/30/20,55
Thailand X 05/01/20,55
Thailand X 05/02/20,55
Thailand X 05/03/20,55
Thailand X 05/04/20,55
Thailand X 05/05/20,55
Thailand X 05/06/20,55
Thailand X 05/07/20,56
Thailand X 05/08/20,56
Thailand X 05/09/20,56
Thailand X 05/10/20,57
Thailand X 05/11/20,57
Thailand X 05/12/20,57
Thailand X 05/13/20,58
Thailand X 05/14/20,58
Thailand X 05/15/20,58
Thailand X 05/16/20,58
Thailand X 05/17/20,59
Thailand X 05/18/20,59
Thailand X 05/19/20,61
Thailand X 05/20/20,61
Thailand X 05/21/20,62
Thailand X 05/22/20,62
Thailand X 05/23/20,63
Thailand X 05/24/20,65
Thailand X 05/25/20,66
Thailand X 05/26/20,66
Thailand X 05/27/20,68
Thailand X 05/28/20,69
Thailand X 05/29/20,72
Thailand X 05/30/20,72
Thailand X 05/31/20,74
Thailand X 06/01/20,76
Thailand X 06/02/20,77
Thailand X 06/03/20,78
Thailand X 06/04/20,80
Thailand X 06/05/20,80
Thailand X 06/06/20,81
Thailand X 06/07/20,83
Timor-Leste X 03/06/20,0
Timor-Leste X 03/07/20,0
Timor-Leste X 03/08/20,0
Timor-Leste X 03/09/20,0
Timor-Leste X 03/10/20,0
Timor-Leste X 03/11/20,0
Timor-Leste X 03/12/20,0
Timor-Leste X 03/13/20,0
Timor-Leste X 03/14/20,0
Timor-Leste X 03/15/20,0
Timor-Leste X 03/16/20,0
Timor-Leste X 03/17/20,0
Timor-Leste X 03/18/20,0
Timor-Leste X 03/19/20,0
Timor-Leste X 03/20/20,0
Timor-Leste X 03/21/20,0
Timor-Leste X 03/22/20,0
Timor-Leste X 03/23/20,0
Timor-Leste X 03/24/20,0
Timor-Leste X 03/25/20,0
Timor-Leste X 03/26/20,0
Timor-Leste X 03/27/20,0
Timor-Leste X 03/28/20,0
Timor-Leste X 03/29/20,0
Timor-Leste X 03/30/20,0
Timor-Leste X 03/31/20,0
Timor-Leste X 04/01/20,0
Timor-Leste X 04/02/20,0
Timor-Leste X 04/03/20,0
Timor-Leste X 04/04/20,0
Timor-Leste X 04/05/20,0
Timor-Leste X 04/06/20,0
Timor-Leste X 04/07/20,0
Timor-Leste X 04/08/20,0
Timor-Leste X 04/09/20,0
Timor-Leste X 04/10/20,0
Timor-Leste X 04/11/20,0
Timor-Leste X 04/12/20,0
Timor-Leste X 04/13/20,0
Timor-Leste X 04/14/20,0
Timor-Leste X 04/15/20,0
Timor-Leste X 04/16/20,0
Timor-Leste X 04/17/20,0
Timor-Leste X 04/18/20,0
Timor-Leste X 04/19/20,0
Timor-Leste X 04/20/20,0
Timor-Leste X 04/21/20,0
Timor-Leste X 04/22/20,0
Timor-Leste X 04/23/20,0
Timor-Leste X 04/24/20,0
Timor-Leste X 04/25/20,0
Timor-Leste X 04/26/20,0
Timor-Leste X 04/27/20,0
Timor-Leste X 04/28/20,0
Timor-Leste X 04/29/20,0
Timor-Leste X 04/30/20,0
Timor-Leste X 05/01/20,0
Timor-Leste X 05/02/20,0
Timor-Leste X 05/03/20,0
Timor-Leste X 05/04/20,0
Timor-Leste X 05/05/20,0
Timor-Leste X 05/06/20,0
Timor-Leste X 05/07/20,0
Timor-Leste X 05/08/20,0
Timor-Leste X 05/09/20,0
Timor-Leste X 05/10/20,0
Timor-Leste X 05/11/20,0
Timor-Leste X 05/12/20,0
Timor-Leste X 05/13/20,0
Timor-Leste X 05/14/20,0
Timor-Leste X 05/15/20,0
Timor-Leste X 05/16/20,0
Timor-Leste X 05/17/20,0
Timor-Leste X 05/18/20,0
Timor-Leste X 05/19/20,0
Timor-Leste X 05/20/20,0
Timor-Leste X 05/21/20,0
Timor-Leste X 05/22/20,0
Timor-Leste X 05/23/20,0
Timor-Leste X 05/24/20,0
Timor-Leste X 05/25/20,0
Timor-Leste X 05/26/20,0
Timor-Leste X 05/27/20,0
Timor-Leste X 05/28/20,0
Timor-Leste X 05/29/20,0
Timor-Leste X 05/30/20,0
Timor-Leste X 05/31/20,0
Timor-Leste X 06/01/20,0
Timor-Leste X 06/02/20,0
Timor-Leste X 06/03/20,0
Timor-Leste X 06/04/20,0
Timor-Leste X 06/05/20,0
Timor-Leste X 06/06/20,0
Timor-Leste X 06/07/20,0
Togo X 03/06/20,0
Togo X 03/07/20,0
Togo X 03/08/20,0
Togo X 03/09/20,0
Togo X 03/10/20,0
Togo X 03/11/20,0
Togo X 03/12/20,0
Togo X 03/13/20,0
Togo X 03/14/20,0
Togo X 03/15/20,0
Togo X 03/16/20,0
Togo X 03/17/20,0
Togo X 03/18/20,0
Togo X 03/19/20,0
Togo X 03/20/20,0
Togo X 03/21/20,0
Togo X 03/22/20,0
Togo X 03/23/20,0
Togo X 03/24/20,0
Togo X 03/25/20,0
Togo X 03/26/20,0
Togo X 03/27/20,0
Togo X 03/28/20,2
Togo X 03/29/20,2
Togo X 03/30/20,2
Togo X 03/31/20,2
Togo X 04/01/20,2
Togo X 04/02/20,3
Togo X 04/03/20,3
Togo X 04/04/20,4
Togo X 04/05/20,4
Togo X 04/06/20,4
Togo X 04/07/20,4
Togo X 04/08/20,4
Togo X 04/09/20,4
Togo X 04/10/20,4
Togo X 04/11/20,4
Togo X 04/12/20,4
Togo X 04/13/20,4
Togo X 04/14/20,4
Togo X 04/15/20,4
Togo X 04/16/20,4
Togo X 04/17/20,6
Togo X 04/18/20,6
Togo X 04/19/20,6
Togo X 04/20/20,6
Togo X 04/21/20,7
Togo X 04/22/20,7
Togo X 04/23/20,7
Togo X 04/24/20,7
Togo X 04/25/20,7
Togo X 04/26/20,7
Togo X 04/27/20,7
Togo X 04/28/20,7
Togo X 04/29/20,7
Togo X 04/30/20,8
Togo X 05/01/20,10
Togo X 05/02/20,10
Togo X 05/03/20,10
Togo X 05/04/20,10
Togo X 05/05/20,10
Togo X 05/06/20,10
Togo X 05/07/20,10
Togo X 05/08/20,10
Togo X 05/09/20,10
Togo X 05/10/20,10
Togo X 05/11/20,10
Togo X 05/12/20,10
Togo X 05/13/20,10
Togo X 05/14/20,10
Togo X 05/15/20,10
Togo X 05/16/20,10
Togo X 05/17/20,10
Togo X 05/18/20,10
Togo X 05/19/20,10
Togo X 05/20/20,10
Togo X 05/21/20,10
Togo X 05/22/20,11
Togo X 05/23/20,11
Togo X 05/24/20,11
Togo X 05/25/20,11
Togo X 05/26/20,11
Togo X 05/27/20,12
Togo X 05/28/20,12
Togo X 05/29/20,13
Togo X 05/30/20,13
Togo X 05/31/20,13
Togo X 06/01/20,13
Togo X 06/02/20,13
Togo X 06/03/20,13
Togo X 06/04/20,13
Togo X 06/05/20,13
Togo X 06/06/20,13
Togo X 06/07/20,13
Tonga X 03/06/20,0
Tonga X 03/07/20,0
Tonga X 03/08/20,0
Tonga X 03/09/20,0
Tonga X 03/10/20,0
Tonga X 03/11/20,0
Tonga X 03/12/20,0
Tonga X 03/13/20,0
Tonga X 03/14/20,0
Tonga X 03/15/20,0
Tonga X 03/16/20,0
Tonga X 03/17/20,0
Tonga X 03/18/20,0
Tonga X 03/19/20,0
Tonga X 03/20/20,0
Tonga X 03/21/20,0
Tonga X 03/22/20,0
Tonga X 03/23/20,0
Tonga X 03/24/20,0
Tonga X 03/25/20,0
Tonga X 03/26/20,0
Tonga X 03/27/20,0
Tonga X 03/28/20,0
Tonga X 03/29/20,0
Tonga X 03/30/20,0
Tonga X 03/31/20,0
Tonga X 04/01/20,0
Tonga X 04/02/20,0
Tonga X 04/03/20,0
Tonga X 04/04/20,0
Tonga X 04/05/20,0
Tonga X 04/06/20,0
Tonga X 04/07/20,0
Tonga X 04/08/20,0
Tonga X 04/09/20,0
Tonga X 04/10/20,0
Tonga X 04/11/20,0
Tonga X 04/12/20,0
Tonga X 04/13/20,0
Tonga X 04/14/20,0
Tonga X 04/15/20,0
Tonga X 04/16/20,0
Tonga X 04/17/20,0
Tonga X 04/18/20,0
Tonga X 04/19/20,0
Tonga X 04/20/20,0
Tonga X 04/21/20,0
Tonga X 04/22/20,0
Tonga X 04/23/20,0
Tonga X 04/24/20,0
Tonga X 04/25/20,0
Tonga X 04/26/20,0
Tonga X 04/27/20,0
Tonga X 04/28/20,0
Tonga X 04/29/20,0
Tonga X 04/30/20,0
Tonga X 05/01/20,0
Tonga X 05/02/20,0
Tonga X 05/03/20,0
Tonga X 05/04/20,0
Tonga X 05/05/20,0
Tonga X 05/06/20,0
Tonga X 05/07/20,0
Tonga X 05/08/20,0
Tonga X 05/09/20,0
Tonga X 05/10/20,0
Tonga X 05/11/20,0
Tonga X 05/12/20,0
Tonga X 05/13/20,0
Tonga X 05/14/20,0
Tonga X 05/15/20,0
Tonga X 05/16/20,0
Tonga X 05/17/20,0
Tonga X 05/18/20,0
Tonga X 05/19/20,0
Tonga X 05/20/20,0
Tonga X 05/21/20,0
Tonga X 05/22/20,0
Tonga X 05/23/20,0
Tonga X 05/24/20,0
Tonga X 05/25/20,0
Tonga X 05/26/20,0
Tonga X 05/27/20,0
Tonga X 05/28/20,0
Tonga X 05/29/20,0
Tonga X 05/30/20,0
Tonga X 05/31/20,0
Tonga X 06/01/20,0
Tonga X 06/02/20,0
Tonga X 06/03/20,0
Tonga X 06/04/20,0
Tonga X 06/05/20,0
Tonga X 06/06/20,0
Tonga X 06/07/20,0
Trinidad and Tobago X 03/06/20,0
Trinidad and Tobago X 03/07/20,0
Trinidad and Tobago X 03/08/20,0
Trinidad and Tobago X 03/09/20,0
Trinidad and Tobago X 03/10/20,0
Trinidad and Tobago X 03/11/20,0
Trinidad and Tobago X 03/12/20,0
Trinidad and Tobago X 03/13/20,0
Trinidad and Tobago X 03/14/20,0
Trinidad and Tobago X 03/15/20,0
Trinidad and Tobago X 03/16/20,0
Trinidad and Tobago X 03/17/20,0
Trinidad and Tobago X 03/18/20,0
Trinidad and Tobago X 03/19/20,0
Trinidad and Tobago X 03/20/20,0
Trinidad and Tobago X 03/21/20,0
Trinidad and Tobago X 03/22/20,0
Trinidad and Tobago X 03/23/20,0
Trinidad and Tobago X 03/24/20,0
Trinidad and Tobago X 03/25/20,0
Trinidad and Tobago X 03/26/20,2
Trinidad and Tobago X 03/27/20,2
Trinidad and Tobago X 03/28/20,3
Trinidad and Tobago X 03/29/20,4
Trinidad and Tobago X 03/30/20,4
Trinidad and Tobago X 03/31/20,4
Trinidad and Tobago X 04/01/20,4
Trinidad and Tobago X 04/02/20,6
Trinidad and Tobago X 04/03/20,6
Trinidad and Tobago X 04/04/20,7
Trinidad and Tobago X 04/05/20,7
Trinidad and Tobago X 04/06/20,8
Trinidad and Tobago X 04/07/20,9
Trinidad and Tobago X 04/08/20,9
Trinidad and Tobago X 04/09/20,9
Trinidad and Tobago X 04/10/20,9
Trinidad and Tobago X 04/11/20,9
Trinidad and Tobago X 04/12/20,9
Trinidad and Tobago X 04/13/20,9
Trinidad and Tobago X 04/14/20,9
Trinidad and Tobago X 04/15/20,9
Trinidad and Tobago X 04/16/20,9
Trinidad and Tobago X 04/17/20,9
Trinidad and Tobago X 04/18/20,9
Trinidad and Tobago X 04/19/20,9
Trinidad and Tobago X 04/20/20,9
Trinidad and Tobago X 04/21/20,9
Trinidad and Tobago X 04/22/20,9
Trinidad and Tobago X 04/23/20,9
Trinidad and Tobago X 04/24/20,9
Trinidad and Tobago X 04/25/20,9
Trinidad and Tobago X 04/26/20,9
Trinidad and Tobago X 04/27/20,9
Trinidad and Tobago X 04/28/20,9
Trinidad and Tobago X 04/29/20,8
Trinidad and Tobago X 04/30/20,9
Trinidad and Tobago X 05/01/20,8
Trinidad and Tobago X 05/02/20,9
Trinidad and Tobago X 05/03/20,8
Trinidad and Tobago X 05/04/20,8
Trinidad and Tobago X 05/05/20,9
Trinidad and Tobago X 05/06/20,9
Trinidad and Tobago X 05/07/20,9
Trinidad and Tobago X 05/08/20,9
Trinidad and Tobago X 05/09/20,9
Trinidad and Tobago X 05/10/20,9
Trinidad and Tobago X 05/11/20,9
Trinidad and Tobago X 05/12/20,9
Trinidad and Tobago X 05/13/20,9
Trinidad and Tobago X 05/14/20,9
Trinidad and Tobago X 05/15/20,9
Trinidad and Tobago X 05/16/20,9
Trinidad and Tobago X 05/17/20,9
Trinidad and Tobago X 05/18/20,9
Trinidad and Tobago X 05/19/20,9
Trinidad and Tobago X 05/20/20,9
Trinidad and Tobago X 05/21/20,9
Trinidad and Tobago X 05/22/20,10
Trinidad and Tobago X 05/23/20,10
Trinidad and Tobago X 05/24/20,10
Trinidad and Tobago X 05/25/20,10
Trinidad and Tobago X 05/26/20,10
Trinidad and Tobago X 05/27/20,11
Trinidad and Tobago X 05/28/20,11
Trinidad and Tobago X 05/29/20,12
Trinidad and Tobago X 05/30/20,12
Trinidad and Tobago X 05/31/20,12
Trinidad and Tobago X 06/01/20,13
Trinidad and Tobago X 06/02/20,13
Trinidad and Tobago X 06/03/20,13
Trinidad and Tobago X 06/04/20,13
Trinidad and Tobago X 06/05/20,13
Trinidad and Tobago X 06/06/20,13
Trinidad and Tobago X 06/07/20,13
Tunisia X 03/06/20,0
Tunisia X 03/07/20,0
Tunisia X 03/08/20,0
Tunisia X 03/09/20,0
Tunisia X 03/10/20,0
Tunisia X 03/11/20,0
Tunisia X 03/12/20,0
Tunisia X 03/13/20,0
Tunisia X 03/14/20,0
Tunisia X 03/15/20,0
Tunisia X 03/16/20,0
Tunisia X 03/17/20,0
Tunisia X 03/18/20,0
Tunisia X 03/19/20,0
Tunisia X 03/20/20,2
Tunisia X 03/21/20,2
Tunisia X 03/22/20,2
Tunisia X 03/23/20,4
Tunisia X 03/24/20,4
Tunisia X 03/25/20,5
Tunisia X 03/26/20,6
Tunisia X 03/27/20,7
Tunisia X 03/28/20,7
Tunisia X 03/29/20,9
Tunisia X 03/30/20,9
Tunisia X 03/31/20,9
Tunisia X 04/01/20,11
Tunisia X 04/02/20,13
Tunisia X 04/03/20,16
Tunisia X 04/04/20,20
Tunisia X 04/05/20,20
Tunisia X 04/06/20,24
Tunisia X 04/07/20,24
Tunisia X 04/08/20,25
Tunisia X 04/09/20,26
Tunisia X 04/10/20,27
Tunisia X 04/11/20,26
Tunisia X 04/12/20,30
Tunisia X 04/13/20,33
Tunisia X 04/14/20,36
Tunisia X 04/15/20,36
Tunisia X 04/16/20,37
Tunisia X 04/17/20,39
Tunisia X 04/18/20,39
Tunisia X 04/19/20,38
Tunisia X 04/20/20,39
Tunisia X 04/21/20,39
Tunisia X 04/22/20,39
Tunisia X 04/23/20,39
Tunisia X 04/24/20,39
Tunisia X 04/25/20,39
Tunisia X 04/26/20,39
Tunisia X 04/27/20,39
Tunisia X 04/28/20,40
Tunisia X 04/29/20,41
Tunisia X 04/30/20,41
Tunisia X 05/01/20,42
Tunisia X 05/02/20,42
Tunisia X 05/03/20,43
Tunisia X 05/04/20,43
