Territory X Date,target,cases,Territory,Date
Timor-Leste X 3/10/20,0,0,Timor-Leste,3/10/20
Timor-Leste X 3/11/20,0,0,Timor-Leste,3/11/20
Timor-Leste X 3/12/20,0,0,Timor-Leste,3/12/20
Timor-Leste X 3/13/20,0,0,Timor-Leste,3/13/20
Timor-Leste X 3/14/20,0,0,Timor-Leste,3/14/20
Timor-Leste X 3/15/20,0,0,Timor-Leste,3/15/20
Timor-Leste X 3/16/20,0,0,Timor-Leste,3/16/20
Timor-Leste X 3/17/20,0,0,Timor-Leste,3/17/20
Timor-Leste X 3/18/20,0,0,Timor-Leste,3/18/20
Timor-Leste X 3/19/20,0,0,Timor-Leste,3/19/20
Timor-Leste X 3/20/20,0,0,Timor-Leste,3/20/20
Timor-Leste X 3/21/20,0,0,Timor-Leste,3/21/20
Timor-Leste X 3/22/20,0,1,Timor-Leste,3/22/20
Timor-Leste X 3/23/20,0,1,Timor-Leste,3/23/20
Timor-Leste X 3/24/20,0,1,Timor-Leste,3/24/20
Timor-Leste X 3/25/20,0,1,Timor-Leste,3/25/20
Timor-Leste X 3/26/20,0,1,Timor-Leste,3/26/20
Timor-Leste X 3/27/20,0,1,Timor-Leste,3/27/20
Timor-Leste X 3/28/20,0,1,Timor-Leste,3/28/20
Timor-Leste X 3/29/20,0,1,Timor-Leste,3/29/20
Timor-Leste X 3/30/20,0,1,Timor-Leste,3/30/20
Timor-Leste X 3/31/20,0,1,Timor-Leste,3/31/20
Timor-Leste X 4/1/20,0,1,Timor-Leste,4/1/20
Timor-Leste X 4/2/20,0,1,Timor-Leste,4/2/20
Timor-Leste X 4/3/20,0,1,Timor-Leste,4/3/20
Timor-Leste X 4/4/20,0,1,Timor-Leste,4/4/20
Timor-Leste X 4/5/20,0,1,Timor-Leste,4/5/20
Timor-Leste X 4/6/20,0,1,Timor-Leste,4/6/20
Timor-Leste X 4/7/20,0,1,Timor-Leste,4/7/20
Timor-Leste X 4/8/20,0,1,Timor-Leste,4/8/20
Timor-Leste X 4/9/20,0,1,Timor-Leste,4/9/20
Timor-Leste X 4/10/20,0,2,Timor-Leste,4/10/20
Timor-Leste X 4/11/20,0,2,Timor-Leste,4/11/20
Timor-Leste X 4/12/20,0,2,Timor-Leste,4/12/20
Timor-Leste X 4/13/20,0,4,Timor-Leste,4/13/20
Timor-Leste X 4/14/20,0,6,Timor-Leste,4/14/20
Timor-Leste X 4/15/20,0,8,Timor-Leste,4/15/20
Timor-Leste X 4/16/20,0,18,Timor-Leste,4/16/20
Timor-Leste X 4/17/20,0,18,Timor-Leste,4/17/20
Timor-Leste X 4/18/20,0,18,Timor-Leste,4/18/20
Timor-Leste X 4/19/20,0,19,Timor-Leste,4/19/20
Timor-Leste X 4/20/20,0,22,Timor-Leste,4/20/20
Timor-Leste X 4/21/20,0,23,Timor-Leste,4/21/20
Timor-Leste X 4/22/20,0,23,Timor-Leste,4/22/20
Timor-Leste X 4/23/20,0,23,Timor-Leste,4/23/20
Timor-Leste X 4/24/20,0,24,Timor-Leste,4/24/20
Timor-Leste X 4/25/20,0,24,Timor-Leste,4/25/20
Timor-Leste X 4/26/20,0,24,Timor-Leste,4/26/20
Timor-Leste X 4/27/20,0,24,Timor-Leste,4/27/20
Timor-Leste X 4/28/20,0,24,Timor-Leste,4/28/20
Timor-Leste X 4/29/20,0,24,Timor-Leste,4/29/20
Timor-Leste X 4/30/20,0,24,Timor-Leste,4/30/20
Timor-Leste X 5/1/20,0,24,Timor-Leste,5/1/20
Timor-Leste X 5/2/20,0,24,Timor-Leste,5/2/20
Timor-Leste X 5/3/20,0,24,Timor-Leste,5/3/20
Timor-Leste X 5/4/20,0,24,Timor-Leste,5/4/20
Timor-Leste X 5/5/20,0,24,Timor-Leste,5/5/20
Timor-Leste X 5/6/20,0,24,Timor-Leste,5/6/20
Togo X 1/22/20,0,0,Togo,1/22/20
Togo X 1/23/20,0,0,Togo,1/23/20
Togo X 1/24/20,0,0,Togo,1/24/20
Togo X 1/25/20,0,0,Togo,1/25/20
Togo X 1/26/20,0,0,Togo,1/26/20
Togo X 1/27/20,0,0,Togo,1/27/20
Togo X 1/28/20,0,0,Togo,1/28/20
Togo X 1/29/20,0,0,Togo,1/29/20
Togo X 1/30/20,0,0,Togo,1/30/20
Togo X 1/31/20,0,0,Togo,1/31/20
Togo X 2/1/20,0,0,Togo,2/1/20
Togo X 2/2/20,0,0,Togo,2/2/20
Togo X 2/3/20,0,0,Togo,2/3/20
Togo X 2/4/20,0,0,Togo,2/4/20
Togo X 2/5/20,0,0,Togo,2/5/20
Togo X 2/6/20,0,0,Togo,2/6/20
Togo X 2/7/20,0,0,Togo,2/7/20
Togo X 2/8/20,0,0,Togo,2/8/20
Togo X 2/9/20,0,0,Togo,2/9/20
Togo X 2/10/20,0,0,Togo,2/10/20
Togo X 2/11/20,0,0,Togo,2/11/20
Togo X 2/12/20,0,0,Togo,2/12/20
Togo X 2/13/20,0,0,Togo,2/13/20
Togo X 2/14/20,0,0,Togo,2/14/20
Togo X 2/15/20,0,0,Togo,2/15/20
Togo X 2/16/20,0,0,Togo,2/16/20
Togo X 2/17/20,0,0,Togo,2/17/20
Togo X 2/18/20,0,0,Togo,2/18/20
Togo X 2/19/20,0,0,Togo,2/19/20
Togo X 2/20/20,0,0,Togo,2/20/20
Togo X 2/21/20,0,0,Togo,2/21/20
Togo X 2/22/20,0,0,Togo,2/22/20
Togo X 2/23/20,0,0,Togo,2/23/20
Togo X 2/24/20,0,0,Togo,2/24/20
Togo X 2/25/20,0,0,Togo,2/25/20
Togo X 2/26/20,0,0,Togo,2/26/20
Togo X 2/27/20,0,0,Togo,2/27/20
Togo X 2/28/20,0,0,Togo,2/28/20
Togo X 2/29/20,0,0,Togo,2/29/20
Togo X 3/1/20,0,0,Togo,3/1/20
Togo X 3/2/20,0,0,Togo,3/2/20
Togo X 3/3/20,0,0,Togo,3/3/20
Togo X 3/4/20,0,0,Togo,3/4/20
Togo X 3/5/20,0,0,Togo,3/5/20
Togo X 3/6/20,0,1,Togo,3/6/20
Togo X 3/7/20,0,1,Togo,3/7/20
Togo X 3/8/20,0,1,Togo,3/8/20
Togo X 3/9/20,0,1,Togo,3/9/20
Togo X 3/10/20,0,1,Togo,3/10/20
Togo X 3/11/20,0,1,Togo,3/11/20
Togo X 3/12/20,0,1,Togo,3/12/20
Togo X 3/13/20,0,1,Togo,3/13/20
Togo X 3/14/20,0,1,Togo,3/14/20
Togo X 3/15/20,0,1,Togo,3/15/20
Togo X 3/16/20,0,1,Togo,3/16/20
Togo X 3/17/20,0,1,Togo,3/17/20
Togo X 3/18/20,0,1,Togo,3/18/20
Togo X 3/19/20,0,1,Togo,3/19/20
Togo X 3/20/20,0,9,Togo,3/20/20
Togo X 3/21/20,0,16,Togo,3/21/20
Togo X 3/22/20,0,16,Togo,3/22/20
Togo X 3/23/20,0,18,Togo,3/23/20
Togo X 3/24/20,0,20,Togo,3/24/20
Togo X 3/25/20,0,23,Togo,3/25/20
Togo X 3/26/20,0,23,Togo,3/26/20
Togo X 3/27/20,1,25,Togo,3/27/20
Togo X 3/28/20,1,25,Togo,3/28/20
Togo X 3/29/20,1,25,Togo,3/29/20
Togo X 3/30/20,1,30,Togo,3/30/20
Togo X 3/31/20,1,34,Togo,3/31/20
Togo X 4/1/20,2,36,Togo,4/1/20
Togo X 4/2/20,2,39,Togo,4/2/20
Togo X 4/3/20,3,40,Togo,4/3/20
Togo X 4/4/20,3,41,Togo,4/4/20
Togo X 4/5/20,3,44,Togo,4/5/20
Togo X 4/6/20,3,58,Togo,4/6/20
Togo X 4/7/20,3,65,Togo,4/7/20
Togo X 4/8/20,3,70,Togo,4/8/20
Togo X 4/9/20,3,73,Togo,4/9/20
Togo X 4/10/20,3,76,Togo,4/10/20
Togo X 4/11/20,3,76,Togo,4/11/20
Togo X 4/12/20,3,76,Togo,4/12/20
Togo X 4/13/20,3,77,Togo,4/13/20
Togo X 4/14/20,3,77,Togo,4/14/20
Togo X 4/15/20,3,81,Togo,4/15/20
Togo X 4/16/20,5,81,Togo,4/16/20
Togo X 4/17/20,5,83,Togo,4/17/20
Togo X 4/18/20,5,84,Togo,4/18/20
Togo X 4/19/20,5,84,Togo,4/19/20
Togo X 4/20/20,6,84,Togo,4/20/20
Togo X 4/21/20,6,86,Togo,4/21/20
Togo X 4/22/20,6,88,Togo,4/22/20
Togo X 4/23/20,6,88,Togo,4/23/20
Togo X 4/24/20,6,90,Togo,4/24/20
Togo X 4/25/20,6,96,Togo,4/25/20
Togo X 4/26/20,6,98,Togo,4/26/20
Togo X 4/27/20,6,98,Togo,4/27/20
Togo X 4/28/20,6,99,Togo,4/28/20
Togo X 4/29/20,7,109,Togo,4/29/20
Togo X 4/30/20,9,116,Togo,4/30/20
Togo X 5/1/20,9,123,Togo,5/1/20
Togo X 5/2/20,9,123,Togo,5/2/20
Togo X 5/3/20,9,124,Togo,5/3/20
Togo X 5/4/20,9,126,Togo,5/4/20
Togo X 5/5/20,9,128,Togo,5/5/20
Togo X 5/6/20,9,128,Togo,5/6/20
Tonga X 1/22/20,0,0,Tonga,1/22/20
Tonga X 1/23/20,0,0,Tonga,1/23/20
Tonga X 1/24/20,0,0,Tonga,1/24/20
Tonga X 1/25/20,0,0,Tonga,1/25/20
Tonga X 1/26/20,0,0,Tonga,1/26/20
Tonga X 1/27/20,0,0,Tonga,1/27/20
Tonga X 1/28/20,0,0,Tonga,1/28/20
Tonga X 1/29/20,0,0,Tonga,1/29/20
Tonga X 1/30/20,0,0,Tonga,1/30/20
Tonga X 1/31/20,0,0,Tonga,1/31/20
Tonga X 2/1/20,0,0,Tonga,2/1/20
Tonga X 2/2/20,0,0,Tonga,2/2/20
Tonga X 2/3/20,0,0,Tonga,2/3/20
Tonga X 2/4/20,0,0,Tonga,2/4/20
Tonga X 2/5/20,0,0,Tonga,2/5/20
Tonga X 2/6/20,0,0,Tonga,2/6/20
Tonga X 2/7/20,0,0,Tonga,2/7/20
Tonga X 2/8/20,0,0,Tonga,2/8/20
Tonga X 2/9/20,0,0,Tonga,2/9/20
Tonga X 2/10/20,0,0,Tonga,2/10/20
Tonga X 2/11/20,0,0,Tonga,2/11/20
Tonga X 2/12/20,0,0,Tonga,2/12/20
Tonga X 2/13/20,0,0,Tonga,2/13/20
Tonga X 2/14/20,0,0,Tonga,2/14/20
Tonga X 2/15/20,0,0,Tonga,2/15/20
Tonga X 2/16/20,0,0,Tonga,2/16/20
Tonga X 2/17/20,0,0,Tonga,2/17/20
Tonga X 2/18/20,0,0,Tonga,2/18/20
Tonga X 2/19/20,0,0,Tonga,2/19/20
Tonga X 2/20/20,0,0,Tonga,2/20/20
Tonga X 2/21/20,0,0,Tonga,2/21/20
Tonga X 2/22/20,0,0,Tonga,2/22/20
Tonga X 2/23/20,0,0,Tonga,2/23/20
Tonga X 2/24/20,0,0,Tonga,2/24/20
Tonga X 2/25/20,0,0,Tonga,2/25/20
Tonga X 2/26/20,0,0,Tonga,2/26/20
Tonga X 2/27/20,0,0,Tonga,2/27/20
Tonga X 2/28/20,0,0,Tonga,2/28/20
Tonga X 2/29/20,0,0,Tonga,2/29/20
Tonga X 3/1/20,0,0,Tonga,3/1/20
Tonga X 3/2/20,0,0,Tonga,3/2/20
Tonga X 3/3/20,0,0,Tonga,3/3/20
Tonga X 3/4/20,0,0,Tonga,3/4/20
Tonga X 3/5/20,0,0,Tonga,3/5/20
Tonga X 3/6/20,0,0,Tonga,3/6/20
Tonga X 3/7/20,0,0,Tonga,3/7/20
Tonga X 3/8/20,0,0,Tonga,3/8/20
Tonga X 3/9/20,0,0,Tonga,3/9/20
Tonga X 3/10/20,0,0,Tonga,3/10/20
Tonga X 3/11/20,0,0,Tonga,3/11/20
Tonga X 3/12/20,0,0,Tonga,3/12/20
Tonga X 3/13/20,0,0,Tonga,3/13/20
Tonga X 3/14/20,0,0,Tonga,3/14/20
Tonga X 3/15/20,0,0,Tonga,3/15/20
Tonga X 3/16/20,0,0,Tonga,3/16/20
Tonga X 3/17/20,0,0,Tonga,3/17/20
Tonga X 3/18/20,0,0,Tonga,3/18/20
Tonga X 3/19/20,0,0,Tonga,3/19/20
Tonga X 3/20/20,0,0,Tonga,3/20/20
Tonga X 3/21/20,0,0,Tonga,3/21/20
Tonga X 3/22/20,0,0,Tonga,3/22/20
Tonga X 3/23/20,0,0,Tonga,3/23/20
Tonga X 3/24/20,0,0,Tonga,3/24/20
Tonga X 3/25/20,0,0,Tonga,3/25/20
Tonga X 3/26/20,0,0,Tonga,3/26/20
Tonga X 3/27/20,0,0,Tonga,3/27/20
Tonga X 3/28/20,0,0,Tonga,3/28/20
Tonga X 3/29/20,0,0,Tonga,3/29/20
Tonga X 3/30/20,0,0,Tonga,3/30/20
Tonga X 3/31/20,0,0,Tonga,3/31/20
Tonga X 4/1/20,0,0,Tonga,4/1/20
Tonga X 4/2/20,0,0,Tonga,4/2/20
Tonga X 4/3/20,0,0,Tonga,4/3/20
Tonga X 4/4/20,0,0,Tonga,4/4/20
Tonga X 4/5/20,0,0,Tonga,4/5/20
Tonga X 4/6/20,0,0,Tonga,4/6/20
Tonga X 4/7/20,0,0,Tonga,4/7/20
Tonga X 4/8/20,0,0,Tonga,4/8/20
Tonga X 4/9/20,0,0,Tonga,4/9/20
Tonga X 4/10/20,0,0,Tonga,4/10/20
Tonga X 4/11/20,0,0,Tonga,4/11/20
Tonga X 4/12/20,0,0,Tonga,4/12/20
Tonga X 4/13/20,0,0,Tonga,4/13/20
Tonga X 4/14/20,0,0,Tonga,4/14/20
Tonga X 4/15/20,0,0,Tonga,4/15/20
Tonga X 4/16/20,0,0,Tonga,4/16/20
Tonga X 4/17/20,0,0,Tonga,4/17/20
Tonga X 4/18/20,0,0,Tonga,4/18/20
Tonga X 4/19/20,0,0,Tonga,4/19/20
Tonga X 4/20/20,0,0,Tonga,4/20/20
Tonga X 4/21/20,0,0,Tonga,4/21/20
Tonga X 4/22/20,0,0,Tonga,4/22/20
Tonga X 4/23/20,0,0,Tonga,4/23/20
Tonga X 4/24/20,0,0,Tonga,4/24/20
Tonga X 4/25/20,0,0,Tonga,4/25/20
Tonga X 4/26/20,0,0,Tonga,4/26/20
Tonga X 4/27/20,0,0,Tonga,4/27/20
Tonga X 4/28/20,0,0,Tonga,4/28/20
Tonga X 4/29/20,0,0,Tonga,4/29/20
Tonga X 4/30/20,0,0,Tonga,4/30/20
Tonga X 5/1/20,0,0,Tonga,5/1/20
Tonga X 5/2/20,0,0,Tonga,5/2/20
Tonga X 5/3/20,0,0,Tonga,5/3/20
Tonga X 5/4/20,0,0,Tonga,5/4/20
Tonga X 5/5/20,0,0,Tonga,5/5/20
Tonga X 5/6/20,0,0,Tonga,5/6/20
Trinidad and Tobago X 1/22/20,0,0,Trinidad and Tobago,1/22/20
Trinidad and Tobago X 1/23/20,0,0,Trinidad and Tobago,1/23/20
Trinidad and Tobago X 1/24/20,0,0,Trinidad and Tobago,1/24/20
Trinidad and Tobago X 1/25/20,0,0,Trinidad and Tobago,1/25/20
Trinidad and Tobago X 1/26/20,0,0,Trinidad and Tobago,1/26/20
Trinidad and Tobago X 1/27/20,0,0,Trinidad and Tobago,1/27/20
Trinidad and Tobago X 1/28/20,0,0,Trinidad and Tobago,1/28/20
Trinidad and Tobago X 1/29/20,0,0,Trinidad and Tobago,1/29/20
Trinidad and Tobago X 1/30/20,0,0,Trinidad and Tobago,1/30/20
Trinidad and Tobago X 1/31/20,0,0,Trinidad and Tobago,1/31/20
Trinidad and Tobago X 2/1/20,0,0,Trinidad and Tobago,2/1/20
Trinidad and Tobago X 2/2/20,0,0,Trinidad and Tobago,2/2/20
Trinidad and Tobago X 2/3/20,0,0,Trinidad and Tobago,2/3/20
Trinidad and Tobago X 2/4/20,0,0,Trinidad and Tobago,2/4/20
Trinidad and Tobago X 2/5/20,0,0,Trinidad and Tobago,2/5/20
Trinidad and Tobago X 2/6/20,0,0,Trinidad and Tobago,2/6/20
Trinidad and Tobago X 2/7/20,0,0,Trinidad and Tobago,2/7/20
Trinidad and Tobago X 2/8/20,0,0,Trinidad and Tobago,2/8/20
Trinidad and Tobago X 2/9/20,0,0,Trinidad and Tobago,2/9/20
Trinidad and Tobago X 2/10/20,0,0,Trinidad and Tobago,2/10/20
Trinidad and Tobago X 2/11/20,0,0,Trinidad and Tobago,2/11/20
Trinidad and Tobago X 2/12/20,0,0,Trinidad and Tobago,2/12/20
Trinidad and Tobago X 2/13/20,0,0,Trinidad and Tobago,2/13/20
Trinidad and Tobago X 2/14/20,0,0,Trinidad and Tobago,2/14/20
Trinidad and Tobago X 2/15/20,0,0,Trinidad and Tobago,2/15/20
Trinidad and Tobago X 2/16/20,0,0,Trinidad and Tobago,2/16/20
Trinidad and Tobago X 2/17/20,0,0,Trinidad and Tobago,2/17/20
Trinidad and Tobago X 2/18/20,0,0,Trinidad and Tobago,2/18/20
Trinidad and Tobago X 2/19/20,0,0,Trinidad and Tobago,2/19/20
Trinidad and Tobago X 2/20/20,0,0,Trinidad and Tobago,2/20/20
Trinidad and Tobago X 2/21/20,0,0,Trinidad and Tobago,2/21/20
Trinidad and Tobago X 2/22/20,0,0,Trinidad and Tobago,2/22/20
Trinidad and Tobago X 2/23/20,0,0,Trinidad and Tobago,2/23/20
Trinidad and Tobago X 2/24/20,0,0,Trinidad and Tobago,2/24/20
Trinidad and Tobago X 2/25/20,0,0,Trinidad and Tobago,2/25/20
Trinidad and Tobago X 2/26/20,0,0,Trinidad and Tobago,2/26/20
Trinidad and Tobago X 2/27/20,0,0,Trinidad and Tobago,2/27/20
Trinidad and Tobago X 2/28/20,0,0,Trinidad and Tobago,2/28/20
Trinidad and Tobago X 2/29/20,0,0,Trinidad and Tobago,2/29/20
Trinidad and Tobago X 3/1/20,0,0,Trinidad and Tobago,3/1/20
Trinidad and Tobago X 3/2/20,0,0,Trinidad and Tobago,3/2/20
Trinidad and Tobago X 3/3/20,0,0,Trinidad and Tobago,3/3/20
Trinidad and Tobago X 3/4/20,0,0,Trinidad and Tobago,3/4/20
Trinidad and Tobago X 3/5/20,0,0,Trinidad and Tobago,3/5/20
Trinidad and Tobago X 3/6/20,0,0,Trinidad and Tobago,3/6/20
Trinidad and Tobago X 3/7/20,0,0,Trinidad and Tobago,3/7/20
Trinidad and Tobago X 3/8/20,0,0,Trinidad and Tobago,3/8/20
Trinidad and Tobago X 3/9/20,0,0,Trinidad and Tobago,3/9/20
Trinidad and Tobago X 3/10/20,0,0,Trinidad and Tobago,3/10/20
Trinidad and Tobago X 3/11/20,0,0,Trinidad and Tobago,3/11/20
Trinidad and Tobago X 3/12/20,0,0,Trinidad and Tobago,3/12/20
Trinidad and Tobago X 3/13/20,0,0,Trinidad and Tobago,3/13/20
Trinidad and Tobago X 3/14/20,0,2,Trinidad and Tobago,3/14/20
Trinidad and Tobago X 3/15/20,0,2,Trinidad and Tobago,3/15/20
Trinidad and Tobago X 3/16/20,0,4,Trinidad and Tobago,3/16/20
Trinidad and Tobago X 3/17/20,0,5,Trinidad and Tobago,3/17/20
Trinidad and Tobago X 3/18/20,0,7,Trinidad and Tobago,3/18/20
Trinidad and Tobago X 3/19/20,0,9,Trinidad and Tobago,3/19/20
Trinidad and Tobago X 3/20/20,0,9,Trinidad and Tobago,3/20/20
Trinidad and Tobago X 3/21/20,0,49,Trinidad and Tobago,3/21/20
Trinidad and Tobago X 3/22/20,0,50,Trinidad and Tobago,3/22/20
Trinidad and Tobago X 3/23/20,0,51,Trinidad and Tobago,3/23/20
Trinidad and Tobago X 3/24/20,0,57,Trinidad and Tobago,3/24/20
Trinidad and Tobago X 3/25/20,1,60,Trinidad and Tobago,3/25/20
Trinidad and Tobago X 3/26/20,1,65,Trinidad and Tobago,3/26/20
Trinidad and Tobago X 3/27/20,2,66,Trinidad and Tobago,3/27/20
Trinidad and Tobago X 3/28/20,3,74,Trinidad and Tobago,3/28/20
Trinidad and Tobago X 3/29/20,3,78,Trinidad and Tobago,3/29/20
Trinidad and Tobago X 3/30/20,3,82,Trinidad and Tobago,3/30/20
Trinidad and Tobago X 3/31/20,3,87,Trinidad and Tobago,3/31/20
Trinidad and Tobago X 4/1/20,5,90,Trinidad and Tobago,4/1/20
Trinidad and Tobago X 4/2/20,5,94,Trinidad and Tobago,4/2/20
Trinidad and Tobago X 4/3/20,6,98,Trinidad and Tobago,4/3/20
Trinidad and Tobago X 4/4/20,6,103,Trinidad and Tobago,4/4/20
Trinidad and Tobago X 4/5/20,7,104,Trinidad and Tobago,4/5/20
Trinidad and Tobago X 4/6/20,8,105,Trinidad and Tobago,4/6/20
Trinidad and Tobago X 4/7/20,8,107,Trinidad and Tobago,4/7/20
Trinidad and Tobago X 4/8/20,8,107,Trinidad and Tobago,4/8/20
Trinidad and Tobago X 4/9/20,8,109,Trinidad and Tobago,4/9/20
Trinidad and Tobago X 4/10/20,8,109,Trinidad and Tobago,4/10/20
Trinidad and Tobago X 4/11/20,8,112,Trinidad and Tobago,4/11/20
Trinidad and Tobago X 4/12/20,8,113,Trinidad and Tobago,4/12/20
Trinidad and Tobago X 4/13/20,8,113,Trinidad and Tobago,4/13/20
Trinidad and Tobago X 4/14/20,8,113,Trinidad and Tobago,4/14/20
Trinidad and Tobago X 4/15/20,8,114,Trinidad and Tobago,4/15/20
Trinidad and Tobago X 4/16/20,8,114,Trinidad and Tobago,4/16/20
Trinidad and Tobago X 4/17/20,8,114,Trinidad and Tobago,4/17/20
Trinidad and Tobago X 4/18/20,8,114,Trinidad and Tobago,4/18/20
Trinidad and Tobago X 4/19/20,8,114,Trinidad and Tobago,4/19/20
Trinidad and Tobago X 4/20/20,8,114,Trinidad and Tobago,4/20/20
Trinidad and Tobago X 4/21/20,8,115,Trinidad and Tobago,4/21/20
Trinidad and Tobago X 4/22/20,8,115,Trinidad and Tobago,4/22/20
Trinidad and Tobago X 4/23/20,8,115,Trinidad and Tobago,4/23/20
Trinidad and Tobago X 4/24/20,8,115,Trinidad and Tobago,4/24/20
Trinidad and Tobago X 4/25/20,8,115,Trinidad and Tobago,4/25/20
Trinidad and Tobago X 4/26/20,8,115,Trinidad and Tobago,4/26/20
Trinidad and Tobago X 4/27/20,8,116,Trinidad and Tobago,4/27/20
Trinidad and Tobago X 4/28/20,8,116,Trinidad and Tobago,4/28/20
Trinidad and Tobago X 4/29/20,8,116,Trinidad and Tobago,4/29/20
Trinidad and Tobago X 4/30/20,8,116,Trinidad and Tobago,4/30/20
Trinidad and Tobago X 5/1/20,8,116,Trinidad and Tobago,5/1/20
Trinidad and Tobago X 5/2/20,8,116,Trinidad and Tobago,5/2/20
Trinidad and Tobago X 5/3/20,8,116,Trinidad and Tobago,5/3/20
Trinidad and Tobago X 5/4/20,8,116,Trinidad and Tobago,5/4/20
Trinidad and Tobago X 5/5/20,8,116,Trinidad and Tobago,5/5/20
Trinidad and Tobago X 5/6/20,8,116,Trinidad and Tobago,5/6/20
Tunisia X 1/22/20,0,0,Tunisia,1/22/20
Tunisia X 1/23/20,0,0,Tunisia,1/23/20
Tunisia X 1/24/20,0,0,Tunisia,1/24/20
Tunisia X 1/25/20,0,0,Tunisia,1/25/20
Tunisia X 1/26/20,0,0,Tunisia,1/26/20
Tunisia X 1/27/20,0,0,Tunisia,1/27/20
Tunisia X 1/28/20,0,0,Tunisia,1/28/20
Tunisia X 1/29/20,0,0,Tunisia,1/29/20
Tunisia X 1/30/20,0,0,Tunisia,1/30/20
Tunisia X 1/31/20,0,0,Tunisia,1/31/20
Tunisia X 2/1/20,0,0,Tunisia,2/1/20
Tunisia X 2/2/20,0,0,Tunisia,2/2/20
Tunisia X 2/3/20,0,0,Tunisia,2/3/20
Tunisia X 2/4/20,0,0,Tunisia,2/4/20
Tunisia X 2/5/20,0,0,Tunisia,2/5/20
Tunisia X 2/6/20,0,0,Tunisia,2/6/20
Tunisia X 2/7/20,0,0,Tunisia,2/7/20
Tunisia X 2/8/20,0,0,Tunisia,2/8/20
Tunisia X 2/9/20,0,0,Tunisia,2/9/20
Tunisia X 2/10/20,0,0,Tunisia,2/10/20
Tunisia X 2/11/20,0,0,Tunisia,2/11/20
Tunisia X 2/12/20,0,0,Tunisia,2/12/20
Tunisia X 2/13/20,0,0,Tunisia,2/13/20
Tunisia X 2/14/20,0,0,Tunisia,2/14/20
Tunisia X 2/15/20,0,0,Tunisia,2/15/20
Tunisia X 2/16/20,0,0,Tunisia,2/16/20
Tunisia X 2/17/20,0,0,Tunisia,2/17/20
Tunisia X 2/18/20,0,0,Tunisia,2/18/20
Tunisia X 2/19/20,0,0,Tunisia,2/19/20
Tunisia X 2/20/20,0,0,Tunisia,2/20/20
Tunisia X 2/21/20,0,0,Tunisia,2/21/20
Tunisia X 2/22/20,0,0,Tunisia,2/22/20
Tunisia X 2/23/20,0,0,Tunisia,2/23/20
Tunisia X 2/24/20,0,0,Tunisia,2/24/20
Tunisia X 2/25/20,0,0,Tunisia,2/25/20
Tunisia X 2/26/20,0,0,Tunisia,2/26/20
Tunisia X 2/27/20,0,0,Tunisia,2/27/20
Tunisia X 2/28/20,0,0,Tunisia,2/28/20
Tunisia X 2/29/20,0,0,Tunisia,2/29/20
Tunisia X 3/1/20,0,0,Tunisia,3/1/20
Tunisia X 3/2/20,0,0,Tunisia,3/2/20
Tunisia X 3/3/20,0,0,Tunisia,3/3/20
Tunisia X 3/4/20,0,1,Tunisia,3/4/20
Tunisia X 3/5/20,0,1,Tunisia,3/5/20
Tunisia X 3/6/20,0,1,Tunisia,3/6/20
Tunisia X 3/7/20,0,1,Tunisia,3/7/20
Tunisia X 3/8/20,0,2,Tunisia,3/8/20
Tunisia X 3/9/20,0,2,Tunisia,3/9/20
Tunisia X 3/10/20,0,5,Tunisia,3/10/20
Tunisia X 3/11/20,0,7,Tunisia,3/11/20
Tunisia X 3/12/20,0,7,Tunisia,3/12/20
Tunisia X 3/13/20,0,16,Tunisia,3/13/20
Tunisia X 3/14/20,0,18,Tunisia,3/14/20
Tunisia X 3/15/20,0,18,Tunisia,3/15/20
Tunisia X 3/16/20,0,20,Tunisia,3/16/20
Tunisia X 3/17/20,0,24,Tunisia,3/17/20
Tunisia X 3/18/20,0,29,Tunisia,3/18/20
Tunisia X 3/19/20,1,39,Tunisia,3/19/20
Tunisia X 3/20/20,1,54,Tunisia,3/20/20
Tunisia X 3/21/20,1,60,Tunisia,3/21/20
Tunisia X 3/22/20,3,75,Tunisia,3/22/20
Tunisia X 3/23/20,3,89,Tunisia,3/23/20
Tunisia X 3/24/20,4,114,Tunisia,3/24/20
Tunisia X 3/25/20,5,173,Tunisia,3/25/20
Tunisia X 3/26/20,6,197,Tunisia,3/26/20
Tunisia X 3/27/20,6,227,Tunisia,3/27/20
Tunisia X 3/28/20,8,278,Tunisia,3/28/20
Tunisia X 3/29/20,8,312,Tunisia,3/29/20
Tunisia X 3/30/20,8,312,Tunisia,3/30/20
Tunisia X 3/31/20,10,394,Tunisia,3/31/20
Tunisia X 4/1/20,12,423,Tunisia,4/1/20
Tunisia X 4/2/20,14,455,Tunisia,4/2/20
Tunisia X 4/3/20,18,495,Tunisia,4/3/20
Tunisia X 4/4/20,18,553,Tunisia,4/4/20
Tunisia X 4/5/20,22,574,Tunisia,4/5/20
Tunisia X 4/6/20,22,596,Tunisia,4/6/20
Tunisia X 4/7/20,23,623,Tunisia,4/7/20
Tunisia X 4/8/20,24,628,Tunisia,4/8/20
Tunisia X 4/9/20,25,643,Tunisia,4/9/20
Tunisia X 4/10/20,25,671,Tunisia,4/10/20
Tunisia X 4/11/20,28,685,Tunisia,4/11/20
Tunisia X 4/12/20,31,707,Tunisia,4/12/20
Tunisia X 4/13/20,34,726,Tunisia,4/13/20
